ChEMBL ID,Name,UniProt Accessions,Type,Organism,Compounds,Activities,Tax ID,Species Group Flag,,,,
CHEMBL2514,Neurotensin receptor 2,O95665,SINGLE PROTEIN,Homo sapiens,258,288,9606,False,,,,
CHEMBL4112,Retina-specific amine oxidase, copper containing,O75106,SINGLE PROTEIN,Homo sapiens,8,29,9606,False,,,
CHEMBL3886061,Nucleosome assembly protein 1-like 4,Q99733,SINGLE PROTEIN,Homo sapiens,5,5,9606,False,,,,
CHEMBL4523373,N-alpha-acetyltransferase 40,Q86UY6,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL3076,Phenylalanine-4-hydroxylase,P00439,SINGLE PROTEIN,Homo sapiens,3,5,9606,False,,,,
CHEMBL4148,L-type amino acid transporter 3,O75387,SINGLE PROTEIN,Homo sapiens,7,7,9606,False,,,,
CHEMBL5014,Serine/threonine-protein kinase RIPK2,O43353,SINGLE PROTEIN,Homo sapiens,1012,1471,9606,False,,,,
CHEMBL1961793,Nuclear receptor subfamily 6 group A member 1,Q15406,SINGLE PROTEIN,Homo sapiens,2,2,9606,False,,,,
CHEMBL5443,Cell division cycle 7-related protein kinase,O00311,SINGLE PROTEIN,Homo sapiens,1219,1381,9606,False,,,,
CHEMBL3590,Hormone sensitive lipase,Q05469,SINGLE PROTEIN,Homo sapiens,365,502,9606,False,,,,
CHEMBL208,Progesterone receptor,P06401,SINGLE PROTEIN,Homo sapiens,2698,5435,9606,False,,,,
CHEMBL4523118,Dynamin-1-like protein,O00429,SINGLE PROTEIN,Homo sapiens,71,142,9606,False,,,,
CHEMBL2321633,Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1,Q9NS00,SINGLE PROTEIN,Homo sapiens,3,3,9606,False,,,,
CHEMBL2321635,Beta-1,3-galactosyltransferase 5,Q9Y2C3,SINGLE PROTEIN,Homo sapiens,26,26,9606,False,,,
CHEMBL6087,Ras-related C3 botulinum toxin substrate 3,P60763,SINGLE PROTEIN,Homo sapiens,2,2,9606,False,,,,
CHEMBL2354,Superoxide dismutase,P00441,SINGLE PROTEIN,Homo sapiens,103,171,9606,False,,,,
CHEMBL5546,Myosin IIIA,Q8NEV4,SINGLE PROTEIN,Homo sapiens,233,275,9606,False,,,,
CHEMBL1075167,Homeodomain-interacting protein kinase 4,Q8NE63,SINGLE PROTEIN,Homo sapiens,1264,1707,9606,False,,,,
CHEMBL4523223,Chloride anion exchanger,P40879,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL1163129,Serine/threonine-protein kinase SBK1,Q52WX2,SINGLE PROTEIN,Homo sapiens,231,236,9606,False,,,,
CHEMBL4105775,Meprin A subunit alpha,Q16819,SINGLE PROTEIN,Homo sapiens,9,11,9606,False,,,,
CHEMBL4105805,Conserved oligomeric Golgi complex subunit 1,Q8WTW3,SINGLE PROTEIN,Homo sapiens,2,2,9606,False,,,,
CHEMBL2543,Casein kinase I gamma 2,P78368,SINGLE PROTEIN,Homo sapiens,1724,2530,9606,False,,,,
CHEMBL5608,NT-3 growth factor receptor,Q16288,SINGLE PROTEIN,Homo sapiens,1667,2198,9606,False,,,,
CHEMBL4295939,182 kDa tankyrase-1-binding protein,Q9C0C2,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4853,Mitogen-activated protein kinase kinase kinase 4,Q9Y6R4,SINGLE PROTEIN,Homo sapiens,464,590,9606,False,,,,
CHEMBL1741195,Enteropeptidase,P98073,SINGLE PROTEIN,Homo sapiens,557,731,9606,False,,,,
CHEMBL4878,Cytochrome P450 1B1,Q16678,SINGLE PROTEIN,Homo sapiens,609,1037,9606,False,,,,
CHEMBL4105898,C-type lectin domain family 4 member E,Q9ULY5,SINGLE PROTEIN,Homo sapiens,40,70,9606,False,,,,
CHEMBL5953,RAS guanyl-releasing protein 1,O95267,SINGLE PROTEIN,Homo sapiens,17,22,9606,False,,,,
CHEMBL2241,Glutathione S-transferase A2,P09210,SINGLE PROTEIN,Homo sapiens,39,52,9606,False,,,,
CHEMBL3638,RAS guanyl releasing protein 3,Q8IV61,SINGLE PROTEIN,Homo sapiens,90,130,9606,False,,,,
CHEMBL2142,Glutathione S-transferase theta 2,P0CG29,SINGLE PROTEIN,Homo sapiens,2,2,9606,False,,,,
CHEMBL4949,Glutathione S-transferase zeta 1,O43708,SINGLE PROTEIN,Homo sapiens,4,4,9606,False,,,,
CHEMBL1988,Atrial natriuretic peptide receptor A,P16066,SINGLE PROTEIN,Homo sapiens,155,158,9606,False,,,,
CHEMBL1810,Thyrotropin-releasing hormone receptor,P34981,SINGLE PROTEIN,Homo sapiens,273,317,9606,False,,,,
CHEMBL1293230,Polypyrimidine tract-binding protein 1,P26599,SINGLE PROTEIN,Homo sapiens,112,306,9606,False,,,,
CHEMBL4296308,Rhodopsin,P08100,SINGLE PROTEIN,Homo sapiens,2,2,9606,False,,,,
CHEMBL4004,Phosphorylase kinase gamma subunit 1,Q16816,SINGLE PROTEIN,Homo sapiens,692,1138,9606,False,,,,
CHEMBL2424510,E3 ubiquitin-protein ligase UHRF1,Q96T88,SINGLE PROTEIN,Homo sapiens,135,157,9606,False,,,,
CHEMBL3180,Carboxylesterase 2,O00748,SINGLE PROTEIN,Homo sapiens,370,583,9606,False,,,,
CHEMBL2964,Dual specificity mitogen-activated protein kinase kinase 2,P36507,SINGLE PROTEIN,Homo sapiens,1004,1233,9606,False,,,,
CHEMBL4105709,Recombining binding protein suppressor of hairless,Q06330,SINGLE PROTEIN,Homo sapiens,29,33,9606,False,,,,
CHEMBL3217,Vacuolar ATP synthase subunit B, kidney isoform,P15313,SINGLE PROTEIN,Homo sapiens,5,5,9606,False,,,
CHEMBL4523856,G-protein coupled receptor 3,P46089,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4105954,Histone-lysine N-methyltransferase SETD1A,O15047,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4105783,Probable ATP-dependent RNA helicase DDX6,P26196,SINGLE PROTEIN,Homo sapiens,237,237,9606,False,,,,
CHEMBL2568,Liver glycogen phosphorylase,P06737,SINGLE PROTEIN,Homo sapiens,816,1040,9606,False,,,,
CHEMBL4158,Fatty acid synthase,P49327,SINGLE PROTEIN,Homo sapiens,2193,3383,9606,False,,,,
CHEMBL4523226,Interleukin-12 receptor subunit beta-1,P42701,SINGLE PROTEIN,Homo sapiens,1,2,9606,False,,,,
CHEMBL4523424,BTB/POZ domain-containing protein KCTD12,Q96CX2,SINGLE PROTEIN,Homo sapiens,65,141,9606,False,,,,
CHEMBL4499,NADH-ubiquinone oxidoreductase chain 4,P03905,SINGLE PROTEIN,Homo sapiens,15,18,9606,False,,,,
CHEMBL2157857,Fanconi anemia group D2 protein,Q9BXW9,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4607,Angiotensin II type 2 (AT-2) receptor,P50052,SINGLE PROTEIN,Homo sapiens,1440,2446,9606,False,,,,
CHEMBL5950,Non-specific lipid-transfer protein,P22307,SINGLE PROTEIN,Homo sapiens,2,5,9606,False,,,,
CHEMBL1628474,Transient receptor potential cation channel subfamily V member 5,Q9NQA5,SINGLE PROTEIN,Homo sapiens,3,3,9606,False,,,,
CHEMBL3797010,Tubulin alpha-1B chain,P68363,SINGLE PROTEIN,Homo sapiens,2,2,9606,False,,,,
CHEMBL3580523,Prosaposin,P07602,SINGLE PROTEIN,Homo sapiens,3,12,9606,False,,,,
CHEMBL3621023,E3 ubiquitin-protein ligase NEDD4,P46934,SINGLE PROTEIN,Homo sapiens,2,2,9606,False,,,,
CHEMBL5964,Aquaporin-4,P55087,SINGLE PROTEIN,Homo sapiens,10,34,9606,False,,,,
CHEMBL2926,Fucosyltransferase 10,Q6P4F1,SINGLE PROTEIN,Homo sapiens,22,23,9606,False,,,,
CHEMBL1741207,Sentrin-specific protease 8,Q96LD8,SINGLE PROTEIN,Homo sapiens,1263,1687,9606,False,,,,
CHEMBL5449,Phospholipase C-beta-3,Q01970,SINGLE PROTEIN,Homo sapiens,157,157,9606,False,,,,
CHEMBL4523509,Spindlin-1,Q9Y657,SINGLE PROTEIN,Homo sapiens,23,66,9606,False,,,,
CHEMBL4189,Homeobox protein Brn-2,P20265,SINGLE PROTEIN,Homo sapiens,4,4,9606,False,,,,
CHEMBL3588739,Histone-lysine N-methyltransferase ASH1L,Q9NR48,SINGLE PROTEIN,Homo sapiens,386,391,9606,False,,,,
CHEMBL5890,Endothelin-converting enzyme 2,P0DPD6,SINGLE PROTEIN,Homo sapiens,5,7,9606,False,,,,
CHEMBL3822353,Patatin-like phospholipase domain-containing protein 2,Q96AD5,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL5425,Ribonuclease pancreatic,P07998,SINGLE PROTEIN,Homo sapiens,27,45,9606,False,,,,
CHEMBL3879864,Testis-specific chromodomain protein Y 1,Q9Y6F8,SINGLE PROTEIN,Homo sapiens,55,56,9606,False,,,,
CHEMBL2046260,Kynurenine--oxoglutarate transaminase 3,Q6YP21,SINGLE PROTEIN,Homo sapiens,8,9,9606,False,,,,
CHEMBL3758068,Cullin-1,Q13616,SINGLE PROTEIN,Homo sapiens,6,6,9606,False,,,,
CHEMBL4239,Oligosaccharyl transferase 48 kDa subunit,P39656,SINGLE PROTEIN,Homo sapiens,13,13,9606,False,,,,
CHEMBL3286077,Eotaxin,P51671,SINGLE PROTEIN,Homo sapiens,3,3,9606,False,,,,
CHEMBL4295669,General vesicular transport factor p115,O60763,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL1955711,Solute carrier family 22 member 7,Q9Y694,SINGLE PROTEIN,Homo sapiens,31,39,9606,False,,,,
CHEMBL4523495,Cytosolic carboxypeptidase 1,Q9UPW5,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4523279,Lysyl oxidase homolog 1,Q08397,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL2453,AMP-activated protein kinase, gamma-2 subunit,Q9UGJ0,SINGLE PROTEIN,Homo sapiens,243,243,9606,False,,,
CHEMBL2157851,Ubiquitin carboxyl-terminal hydrolase 47,Q96K76,SINGLE PROTEIN,Homo sapiens,42,43,9606,False,,,,
CHEMBL3721311,6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 4,Q16877,SINGLE PROTEIN,Homo sapiens,18,36,9606,False,,,
CHEMBL3108643,Nuclear body protein SP140,Q13342,SINGLE PROTEIN,Homo sapiens,52,54,9606,False,,,,
CHEMBL3495,NADP-dependent malic enzyme,P48163,SINGLE PROTEIN,Homo sapiens,10,10,9606,False,,,,
CHEMBL2034807,DNA repair protein RAD51 homolog 1,Q06609,SINGLE PROTEIN,Homo sapiens,190,408,9606,False,,,,
CHEMBL2781,Sodium/hydrogen exchanger 1,P19634,SINGLE PROTEIN,Homo sapiens,318,408,9606,False,,,,
CHEMBL2321623,Ubiquitin-like modifier-activating enzyme 7,P41226,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL2146308,Protein disulfide-isomerase A6,Q15084,SINGLE PROTEIN,Homo sapiens,17,20,9606,False,,,,
CHEMBL1795113,Mannose-binding protein C,P11226,SINGLE PROTEIN,Homo sapiens,8,9,9606,False,,,,
CHEMBL4739705,Dedicator of cytokinesis protein 5,Q9H7D0,SINGLE PROTEIN,Homo sapiens,11,21,9606,False,,,,
CHEMBL4296241,Pleckstrin homology domain-containing family A member 7,Q6IQ23,SINGLE PROTEIN,Homo sapiens,8,9,9606,False,,,,
CHEMBL4739688,Potassium channel subfamily T member 1,Q5JUK3,SINGLE PROTEIN,Homo sapiens,34,34,9606,False,,,,
CHEMBL3392949,Angiomotin,Q4VCS5,SINGLE PROTEIN,Homo sapiens,3,8,9606,False,,,,
CHEMBL2363001,Potassium voltage-gated channel subfamily A member 10,Q16322,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4523205,Brain-derived neurotrophic factor,P23560,SINGLE PROTEIN,Homo sapiens,6,6,9606,False,,,,
CHEMBL3111,Ribosomal protein S6 kinase 2,Q9UBS0,SINGLE PROTEIN,Homo sapiens,82,98,9606,False,,,,
CHEMBL4523363,Mitochondrial antiviral-signaling protein,Q7Z434,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL5320,Myotonin-protein kinase,Q09013,SINGLE PROTEIN,Homo sapiens,588,884,9606,False,,,,
CHEMBL5544,Kinesin-like protein KIF3A,Q9Y496,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4295987,Acyl-coenzyme A thioesterase 9, mitochondrial,Q9Y305,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,
CHEMBL3890,Selectin E,P16581,SINGLE PROTEIN,Homo sapiens,501,659,9606,False,,,,
CHEMBL4894,Galanin receptor 1,P47211,SINGLE PROTEIN,Homo sapiens,154,253,9606,False,,,,
CHEMBL4295756,V-type proton ATPase catalytic subunit A,P38606,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4295824,Serum paraoxonase/lactonase 3,Q15166,SINGLE PROTEIN,Homo sapiens,3,3,9606,False,,,,
CHEMBL2319,Kallikrein 1,P06870,SINGLE PROTEIN,Homo sapiens,539,580,9606,False,,,,
CHEMBL4203,Dual specificity protein kinase CLK4,Q9HAZ1,SINGLE PROTEIN,Homo sapiens,2517,3938,9606,False,,,,
CHEMBL4105863,Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical],P50583,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL3091268,Nuclear receptor ROR-beta,Q92753,SINGLE PROTEIN,Homo sapiens,444,587,9606,False,,,,
CHEMBL4295658,Actin-related protein 2/3 complex subunit 5,O15511,SINGLE PROTEIN,Homo sapiens,1,2,9606,False,,,,
CHEMBL4105807,GDP-mannose 4,6 dehydratase,O60547,SINGLE PROTEIN,Homo sapiens,2,2,9606,False,,,
CHEMBL2903,Arachidonate 15-lipoxygenase,P16050,SINGLE PROTEIN,Homo sapiens,6357,7070,9606,False,,,,
CHEMBL1795143,Poly(ADP-ribose) glycohydrolase,Q86W56,SINGLE PROTEIN,Homo sapiens,160,227,9606,False,,,,
CHEMBL2120,Acidic fibroblast growth factor,P05230,SINGLE PROTEIN,Homo sapiens,126,146,9606,False,,,,
CHEMBL4295780,39S ribosomal protein L12, mitochondrial,P52815,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,
CHEMBL4523234,Granzyme M,P51124,SINGLE PROTEIN,Homo sapiens,2,2,9606,False,,,,
CHEMBL5144,Vasoactive intestinal polypeptide receptor 1,P32241,SINGLE PROTEIN,Homo sapiens,997,1897,9606,False,,,,
CHEMBL2029197,Rap guanine nucleotide exchange factor 3,O95398,SINGLE PROTEIN,Homo sapiens,14720,15528,9606,False,,,,
CHEMBL4523468,Beta-catenin-interacting protein 1,Q9NSA3,SINGLE PROTEIN,Homo sapiens,2,8,9606,False,,,,
CHEMBL4523417,Tribbles homolog 2,Q92519,SINGLE PROTEIN,Homo sapiens,9,9,9606,False,,,,
CHEMBL3879856,Katanin p60 ATPase-containing subunit A1,O75449,SINGLE PROTEIN,Homo sapiens,7,18,9606,False,,,,
CHEMBL4879503,Calcium and integrin-binding protein 1,Q99828,SINGLE PROTEIN,Homo sapiens,35,49,9606,False,,,,
CHEMBL1795199,Receptor-interacting serine/threonine-protein kinase 3,Q9Y572,SINGLE PROTEIN,Homo sapiens,388,425,9606,False,,,,
CHEMBL4600,Serine/threonine-protein kinase PAK 1,Q13153,SINGLE PROTEIN,Homo sapiens,1864,2516,9606,False,,,,
CHEMBL5785,Interferon-induced, double-stranded RNA-activated protein kinase,P19525,SINGLE PROTEIN,Homo sapiens,386,446,9606,False,,,
CHEMBL3259467,RuvB-like 1,Q9Y265,SINGLE PROTEIN,Homo sapiens,7,12,9606,False,,,,
CHEMBL1075149,Cystine/glutamate transporter,Q9UPY5,SINGLE PROTEIN,Homo sapiens,110,150,9606,False,,,,
CHEMBL3772,Metabotropic glutamate receptor 1,Q13255,SINGLE PROTEIN,Homo sapiens,1404,2295,9606,False,,,,
CHEMBL4295998,Mitotic checkpoint serine/threonine-protein kinase BUB1 beta,O60566,SINGLE PROTEIN,Homo sapiens,5,5,9606,False,,,,
CHEMBL6173,Cytochrome c oxidase subunit 1,P00395,SINGLE PROTEIN,Homo sapiens,36,36,9606,False,,,,
CHEMBL1293293,Neuropeptides B/W receptor type 1,P48145,SINGLE PROTEIN,Homo sapiens,511,598,9606,False,,,,
CHEMBL2821,Coagulation factor XII,P00748,SINGLE PROTEIN,Homo sapiens,1177,1339,9606,False,,,,
CHEMBL4523206,Endothelial transcription factor GATA-2,P23769,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL2331051,Palmitoyl-protein thioesterase 1,P50897,SINGLE PROTEIN,Homo sapiens,5,6,9606,False,,,,
CHEMBL3575,RNase L,Q05823,SINGLE PROTEIN,Homo sapiens,108,177,9606,False,,,,
CHEMBL4605,Oligopeptide transporter small intestine isoform,P46059,SINGLE PROTEIN,Homo sapiens,389,901,9606,False,,,,
CHEMBL3627586,Peroxiredoxin-5, mitochondrial,P30044,SINGLE PROTEIN,Homo sapiens,2,3,9606,False,,,
CHEMBL1681619,Uroporphyrinogen decarboxylase,P06132,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL2386,Chymotrypsin C,Q99895,SINGLE PROTEIN,Homo sapiens,325,380,9606,False,,,,
CHEMBL4105921,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A,O15084,SINGLE PROTEIN,Homo sapiens,2,2,9606,False,,,,
CHEMBL3769298,Sodium-dependent phosphate transport protein 1,Q14916,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4523196,Tryptase beta-2,P20231,SINGLE PROTEIN,Homo sapiens,16,22,9606,False,,,,
CHEMBL5681,UMP-CMP kinase,P30085,SINGLE PROTEIN,Homo sapiens,139,152,9606,False,,,,
CHEMBL2722,Cytochrome P450 11B2,P19099,SINGLE PROTEIN,Homo sapiens,1596,2284,9606,False,,,,
CHEMBL5295,Kinesin heavy chain isoform 5A,Q12840,SINGLE PROTEIN,Homo sapiens,46,48,9606,False,,,,
CHEMBL6030,Eukaryotic translation initiation factor 2-alpha kinase 3,Q9NZJ5,SINGLE PROTEIN,Homo sapiens,359,624,9606,False,,,,
CHEMBL4296265,Protein S100-A9,P06702,SINGLE PROTEIN,Homo sapiens,58,61,9606,False,,,,
CHEMBL4105724,Protein arginine N-methyltransferase 9,Q6P2P2,SINGLE PROTEIN,Homo sapiens,4,4,9606,False,,,,
CHEMBL1847,GABA receptor beta-3 subunit,P28472,SINGLE PROTEIN,Homo sapiens,22,28,9606,False,,,,
CHEMBL2073702,ATP-binding cassette sub-family C member 11,Q96J66,SINGLE PROTEIN,Homo sapiens,18,24,9606,False,,,,
CHEMBL2396511,Dual specificity protein phosphatase 10,Q9Y6W6,SINGLE PROTEIN,Homo sapiens,12,12,9606,False,,,,
CHEMBL5700,Lysophosphatidic acid receptor 5,Q9H1C0,SINGLE PROTEIN,Homo sapiens,151,207,9606,False,,,,
CHEMBL2141,Glutathione S-transferase theta 1,P30711,SINGLE PROTEIN,Homo sapiens,5,5,9606,False,,,,
CHEMBL1741164,Perilipin-1,O60240,SINGLE PROTEIN,Homo sapiens,234,234,9606,False,,,,
CHEMBL5028,ADAM10,O14672,SINGLE PROTEIN,Homo sapiens,227,369,9606,False,,,,
CHEMBL3638347,Protein-arginine deiminase type-6,Q6TGC4,SINGLE PROTEIN,Homo sapiens,6,6,9606,False,,,,
CHEMBL2311243,D-3-phosphoglycerate dehydrogenase,O43175,SINGLE PROTEIN,Homo sapiens,458,815,9606,False,,,,
CHEMBL5856,Serine/threonine-protein kinase PFTAIRE-2,Q96Q40,SINGLE PROTEIN,Homo sapiens,217,224,9606,False,,,,
CHEMBL2422,G1/S-specific cyclin D3,P30281,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL2612,Valyl-tRNA synthetase 2,P26640,SINGLE PROTEIN,Homo sapiens,11,11,9606,False,,,,
CHEMBL3217402,Rhombotin-2,P25791,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL6113,Phosphoethanolamine/phosphocholine phosphatase,Q8TCT1,SINGLE PROTEIN,Homo sapiens,72,97,9606,False,,,,
CHEMBL4296026,Tight junction protein ZO-1,Q07157,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4295853,Proteasome adapter and scaffold protein ECM29,Q5VYK3,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL2169728,Pancreatic lipase-related protein 2,P54317,SINGLE PROTEIN,Homo sapiens,4,17,9606,False,,,,
CHEMBL3003,Nuclear factor NF-kappa-B p100/p49 subunits,Q00653,SINGLE PROTEIN,Homo sapiens,5,7,9606,False,,,,
CHEMBL4295709,Fructose-bisphosphate aldolase C,P09972,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4295752,ATP synthase subunit gamma, mitochondrial,P36542,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,
CHEMBL4523441,Deoxyhypusine hydroxylase,Q9BU89,SINGLE PROTEIN,Homo sapiens,5,5,9606,False,,,,
CHEMBL3509606,Equilibrative nucleoside transporter 2,Q14542,SINGLE PROTEIN,Homo sapiens,3,8,9606,False,,,,
CHEMBL4523472,Taste receptor type 2 member 7,Q9NYW3,SINGLE PROTEIN,Homo sapiens,11,31,9606,False,,,,
CHEMBL2189130,S-formylglutathione hydrolase,P10768,SINGLE PROTEIN,Homo sapiens,2,14,9606,False,,,,
CHEMBL4523475,Taste receptor type 2 member 1,Q9NYW7,SINGLE PROTEIN,Homo sapiens,13,37,9606,False,,,,
CHEMBL5468,Ras-specific guanine nucleotide-releasing factor 1,Q13972,SINGLE PROTEIN,Homo sapiens,6,6,9606,False,,,,
CHEMBL4295869,Monofunctional C1-tetrahydrofolate synthase, mitochondrial,Q6UB35,SINGLE PROTEIN,Homo sapiens,1,2,9606,False,,,
CHEMBL2435,Serine/threonine protein phosphatase 2A, catalytic subunit, beta isoform,P62714,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,
CHEMBL4523219,Insulin receptor substrate 1,P35568,SINGLE PROTEIN,Homo sapiens,22,43,9606,False,,,,
CHEMBL4295826,Poly(rC)-binding protein 2,Q15366,SINGLE PROTEIN,Homo sapiens,2,2,9606,False,,,,
CHEMBL4105810,Dedicator of cytokinesis protein 2,Q92608,SINGLE PROTEIN,Homo sapiens,7,8,9606,False,,,,
CHEMBL4879448,Coxsackievirus and adenovirus receptor,P78310,SINGLE PROTEIN,Homo sapiens,3,3,9606,False,,,,
CHEMBL4295717,Protein disulfide-isomerase A4,P13667,SINGLE PROTEIN,Homo sapiens,4,5,9606,False,,,,
CHEMBL4523134,Cytochrome b5 type B,O43169,SINGLE PROTEIN,Homo sapiens,3,5,9606,False,,,,
CHEMBL5986,ADP-ribosylation factor 5,P84085,SINGLE PROTEIN,Homo sapiens,2,2,9606,False,,,,
CHEMBL4523262,Keratin, type II cuticular Hb3,P78385,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,
CHEMBL5651,Serine/threonine-protein kinase 35,Q8TDR2,SINGLE PROTEIN,Homo sapiens,226,236,9606,False,,,,
CHEMBL3596076,CMP-N-acetylneuraminate-beta-1,4-galactoside alpha-2,3-sialyltransferase,Q11203,SINGLE PROTEIN,Homo sapiens,4,4,9606,False,,
CHEMBL3596077,Alpha-(1,3)-fucosyltransferase 7,Q11130,SINGLE PROTEIN,Homo sapiens,5,5,9606,False,,,
CHEMBL1293226,Lysine-specific demethylase 4D-like,B2RXH2,SINGLE PROTEIN,Homo sapiens,39568,40226,9606,False,,,,
CHEMBL228,Serotonin transporter,P31645,SINGLE PROTEIN,Homo sapiens,7142,10355,9606,False,,,,
CHEMBL264,Histamine H3 receptor,Q9Y5N1,SINGLE PROTEIN,Homo sapiens,5253,8100,9606,False,,,,
CHEMBL5855,Serine/threonine-protein kinase Nek1,Q96PY6,SINGLE PROTEIN,Homo sapiens,1151,1669,9606,False,,,,
CHEMBL3414409,Macrophage-expressed gene 1 protein,Q2M385,SINGLE PROTEIN,Homo sapiens,50,83,9606,False,,,,
CHEMBL5911,Elongation of very long chain fatty acids protein 2,Q9NXB9,SINGLE PROTEIN,Homo sapiens,4,4,9606,False,,,,
CHEMBL4295839,Protein LSM12 homolog,Q3MHD2,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL2375202,Lymphocyte antigen 96,Q9Y6Y9,SINGLE PROTEIN,Homo sapiens,35,115,9606,False,,,,
CHEMBL1770047,Low affinity sodium-glucose cotransporter,Q9NY91,SINGLE PROTEIN,Homo sapiens,30,30,9606,False,,,,
CHEMBL4295979,Unconventional myosin-XV,Q9UKN7,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL4523346,Acylpyruvase FAHD1, mitochondrial,Q6P587,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,
CHEMBL3509593,Equilibrative nucleoside transporter 4,Q7RTT9,SINGLE PROTEIN,Homo sapiens,6,23,9606,False,,,,
CHEMBL2311238,Emopamil-binding protein-like,Q9BY08,SINGLE PROTEIN,Homo sapiens,4,4,9606,False,,,,
CHEMBL2163185,NAD-dependent protein deacetylase sirtuin-4,Q9Y6E7,SINGLE PROTEIN,Homo sapiens,29,49,9606,False,,,,
CHEMBL2146305,Glycoprotein hormones alpha chain,P01215,SINGLE PROTEIN,Homo sapiens,29269,29278,9606,False,,,,
CHEMBL1969,Tyrosine 3-hydroxylase,P07101,SINGLE PROTEIN,Homo sapiens,13,13,9606,False,,,,
CHEMBL1795148,Arginase-2, mitochondrial,P78540,SINGLE PROTEIN,Homo sapiens,9124,9267,9606,False,,,
CHEMBL4295730,Receptor-type tyrosine-protein phosphatase zeta,P23471,SINGLE PROTEIN,Homo sapiens,17,43,9606,False,,,,
CHEMBL1649050,Cholecystokinin,P06307,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL2906,Phosphorylase kinase alpha L subunit,P46019,SINGLE PROTEIN,Homo sapiens,114,121,9606,False,,,,
CHEMBL6174,Cytochrome c oxidase subunit 2,P00403,SINGLE PROTEIN,Homo sapiens,105,139,9606,False,,,,
CHEMBL3713916,Ovarian cancer G-protein coupled receptor 1,Q15743,SINGLE PROTEIN,Homo sapiens,71,278,9606,False,,,,
CHEMBL1838,Vesicular amine transporter 1,P54219,SINGLE PROTEIN,Homo sapiens,1,1,9606,False,,,,
CHEMBL5924,Ubiquitin-like modifier-activating enzyme 1,P22314,SINGLE PROTEIN,Homo sapiens,40,54,9606,False,,,,
CHEMBL2062352,Eukaryotic translation initiation factor 3 subunit F,O00303,SINGLE PROTEIN,Homo sapiens,1,3,9606,False,,,,
CHEMBL3572,Cholesteryl ester transfer protein,P11597,SINGLE PROTEIN,Homo sapiens,1549,2422,9606,False,,,,
CHEMBL4523215,3-hydroxyisobutyrate dehydrogenase, mitochondrial,P31937,SINGLE PROTEIN,Homo sapiens,1,2,9606,False,,,
CHEMBL3790,Lymphocyte function-associated antigen 3, CD58,P19256,SINGLE PROTEIN,Homo sapiens,7,7,9606,False,,,
CHEMBL1255127,Axin-1,O15169,SINGLE PROTEIN,Homo sapiens,4,7,9606,False,,,,
CHEMBL4105728,Cyclic GMP-AMP synthase,Q8N884,SINGLE PROTEIN,Homo sapiens,348,606,9606,False,,,,
